"","trip","Year","month","gear","light","fleet","bait","hook","hooks","sets","SWO","BUM","lat5","lon5","lat","lon","hbf","habSWO","habBUM","season","area"
"176","114.1996.1.1.20.-50",1996,1,114,4,1,2,4,3.35,5,21,0,20,-50,20.5,-51.5,2,3.4257e-08,1.3046e-07,1,"N"
"177","114.1996.10.1.40.-35",1996,10,114,4,1,2,4,0.9,1,6,0,40,-35,44.5,-39.5,2,4.2619e-08,4.385e-09,4,"N"
"178","114.1996.2.1.20.-80",1996,2,114,4,1,2,4,0.506,1,4,0,20,-80,23.5,-80.5,2,3.8323e-08,8.9112e-08,1,"N"
"179","114.1996.4.1.5.-40",1996,4,114,4,1,2,4,0.65,1,3,0,5,-40,9.5,-42.5,2,3.3164e-08,9.4241e-08,2,"N"
"180","114.1997.1.1.10.-40",1997,1,114,4,1,2,4,1.6,2,7,1,10,-40,11.5,-40.5,2,2.978e-08,6.5561e-08,1,"N"
"181","114.1997.12.1.20.-45",1997,12,114,4,1,2,4,4.232,4,24,2,20,-45,21.5,-46.5,2,3.3429e-08,1.2213e-07,4,"N"
"182","114.1997.8.1.45.-35",1997,8,114,4,1,2,4,11.5,15,90,0,45,-35,46.5,-37.5,2,4.4683e-08,1.4599e-09,3,"N"
"183","114.1998.6.1.35.-55",1998,6,114,4,1,2,4,3.5,5,22,0,35,-55,39.5,-59.5,2,3.5491e-08,2.2173e-08,2,"N"
"184","114.1999.1.1.25.-70",1999,1,114,4,1,2,4,4.2,6,19,0,25,-70,29.5,-71.5,2,3.0763e-08,5.477e-08,1,"N"
"185","114.1999.2.1.25.-65",1999,2,114,4,1,2,4,1.4,2,7,0,25,-65,29.5,-69.5,2,3.011e-08,4.4595e-08,1,"N"
"186","115.1991.12.1.20.-55",1991,12,115,4,1,2,4,11.064,18,56,8,20,-55,22.5,-57.5,3,2.8594e-08,1.3266e-07,4,"N"
"187","115.1991.3.1.20.-55",1991,3,115,4,1,2,4,0.549,1,3,1,20,-55,21.5,-56.5,3,2.8087e-08,1.0567e-07,1,"N"
"188","115.1992.1.1.20.-55",1992,1,115,4,1,2,4,12.921,21,67,10,20,-55,21.5,-56.5,3,2.839e-08,1.2058e-07,1,"N"
"189","115.1992.10.1.40.-35",1992,10,115,4,1,2,4,4.845,7,30,0,40,-35,44.5,-38.5,3,3.7429e-08,3.7134e-09,4,"N"
"190","115.1993.6.1.40.-40",1993,6,115,4,1,2,4,11.802,16,87,1,40,-40,42.5,-43.5,3,3.24815e-08,2.85365e-09,2,"N"
"191","115.1994.10.1.45.-40",1994,10,115,4,1,2,4,16.536,22,111,0,45,-40,45.5,-41.5,3,4.1539e-08,1.2205e-09,4,"N"
"192","115.1994.2.1.15.-45",1994,2,115,4,1,2,4,11.184,16,46,2,15,-45,17.5,-46.5,3,2.9797e-08,1.0828e-07,1,"N"
"193","115.1994.9.1.45.-30",1994,9,115,4,1,2,4,8.445,10,64,0,45,-30,47.5,-34.5,3,3.9817e-08,6.7754e-10,3,"N"
"194","115.1995.2.1.20.-50",1995,2,115,4,1,2,4,3.906,6,13,1,20,-50,21.5,-51.5,3,2.8102e-08,9.6917e-08,1,"N"
"195","115.1995.3.1.10.-50",1995,3,115,4,1,2,4,1.8,2,7,0,10,-50,11.5,-50.5,3,3.1375e-08,1.1452e-07,1,"N"
"196","115.1996.1.1.20.-50",1996,1,115,4,1,2,4,23.424,34,90,12,20,-50,20.5,-51.5,3,2.9307e-08,1.2588e-07,1,"N"
"197","115.1996.11.1.25.-60",1996,11,115,4,1,2,4,1.2,2,3,0,25,-60,27.5,-61.5,3,2.75565e-08,7.73e-08,4,"N"
"198","115.1996.11.1.45.-40",1996,11,115,4,1,2,4,4.212,4,22,0,45,-40,45.5,-40.5,3,3.7043e-08,2.8257e-09,4,"N"
"199","115.1996.12.1.20.-75",1996,12,115,4,1,2,4,1.644,3,5,0,20,-75,24.5,-79.5,3,3.7794e-08,1.6622e-07,4,"N"
"200","115.1996.4.1.10.-35",1996,4,115,4,1,2,4,2.412,4,12,2,10,-35,12,-38.5,3,2.8176e-08,7.58425e-08,2,"N"
"201","115.1996.4.1.5.-25",1996,4,115,4,1,2,4,3.456,4,21,2,5,-25,5.5,-29.5,3,3.0723e-08,6.1147e-08,2,"N"
"202","115.1996.5.1.10.-35",1996,5,115,4,1,2,4,1.17,2,6,0,10,-35,12,-38.5,3,2.7755e-08,9.3181e-08,2,"N"
"203","115.1997.2.1.20.-70",1997,2,115,4,1,2,4,1.62,3,8,0,20,-70,21.5,-70.5,3,2.7009e-08,1.2433e-07,1,"N"
"204","115.1997.3.1.0.-35",1997,3,115,4,1,2,4,7.554,10,37,1,0,-35,3.5,-37.5,3,3.2205e-08,1.1722e-07,1,"N"
"205","115.1997.7.1.45.-30",1997,7,115,4,1,2,4,1.8,2,12,0,45,-30,45.5,-34,3,3.5756e-08,1.0906e-09,3,"N"
"206","115.1997.7.1.45.-35",1997,7,115,4,1,2,4,13.494,16,71,0,45,-35,45.5,-37.5,3,3.5735e-08,1.18765e-09,3,"N"
"207","115.1997.9.1.45.-35",1997,9,115,4,1,2,4,76.767,85,446,0,45,-35,48.5,-36.5,3,3.8242e-08,6.2946e-10,3,"N"
"208","115.1998.8.1.50.-30",1998,8,115,4,1,2,4,5.499,6,39,0,50,-30,50.5,-34,3,4.109e-08,3.39235e-10,3,"N"
"209","115.1999.1.1.20.-50",1999,1,115,4,1,2,4,13.056,17,64,7,20,-50,20.5,-51.5,3,2.9373e-08,1.2522e-07,1,"N"
"210","115.1999.10.1.40.-50",1999,10,115,4,1,2,4,0.864,1,0,0,40,-50,43.5,-51.5,3,0,0,4,"N"
"211","115.1999.2.1.15.-40",1999,2,115,4,1,2,4,0.648,1,1,0,15,-40,15.5,-40.5,3,2.8038e-08,9.3529e-08,1,"N"
"212","115.1999.2.1.20.-50",1999,2,115,4,1,2,4,2.091,3,9,1,20,-50,21.5,-52.5,3,2.7374e-08,1.087e-07,1,"N"
"213","115.1999.3.1.15.-40",1999,3,115,4,1,2,4,0.669,1,3,0,15,-40,15.5,-44.5,3,2.9647e-08,1.1612e-07,1,"N"
"214","115.1999.5.1.0.-25",1999,5,115,4,1,2,4,6.135,8,34,2,0,-25,2.5,-29.5,3,3.2435e-08,8.51285e-08,2,"N"
"215","115.1999.6.1.5.-40",1999,6,115,4,1,2,4,0.849,1,4,0,5,-40,7.5,-40.5,3,3.0243e-08,9.5529e-08,2,"N"
"216","115.1999.7.1.45.-30",1999,7,115,4,1,2,4,0.72,1,8,0,45,-30,47.5,-34.5,3,3.6107e-08,9.0761e-10,3,"N"
"217","115.1999.8.1.50.-40",1999,8,115,4,1,2,4,2.403,3,13,0,50,-40,50.5,-40.5,3,4.7635e-08,2.9213e-10,3,"N"
"218","115.1999.9.1.40.-40",1999,9,115,4,1,2,4,11.196,12,68,0,40,-40,44.5,-43,3,3.78205e-08,4.4722e-09,3,"N"
"219","115.2000.1.1.0.-25",2000,1,115,4,1,2,4,2.25,3,11,2,0,-25,1.5,-28.5,3,3.2028e-08,1.2801e-07,1,"N"
"220","115.2000.4.1.0.-35",2000,4,115,4,1,2,4,0.801,1,3,1,0,-35,3.5,-35.5,3,3.2388e-08,8.0947e-08,2,"N"
"221","115.2001.3.1.30.-55",2001,3,115,4,1,2,4,0.849,1,1,0,30,-55,32.5,-55.5,3,2.5879e-08,2.6371e-08,1,"N"
"222","115.2001.4.1.15.-40",2001,4,115,4,1,2,4,1.398,2,5,0,15,-40,15.5,-41,3,2.8359e-08,8.31485e-08,2,"N"
"223","115.2001.5.1.15.-40",2001,5,115,4,1,2,4,1.512,2,9,1,15,-40,15.5,-42,3,2.8711e-08,1.0768e-07,2,"N"
"224","115.2001.7.1.40.-55",2001,7,115,4,1,2,4,3.144,4,21,0,40,-55,41.5,-59.5,3,3.5591e-08,4.7341e-09,3,"N"
"225","115.2001.7.1.45.-35",2001,7,115,4,1,2,4,3.576,4,19,0,45,-35,45.5,-38,3,3.4022e-08,1.26675e-09,3,"N"
"226","115.2002.1.1.25.-60",2002,1,115,4,1,2,4,6.993,7,37,0,25,-60,25.5,-63.5,3,2.6244e-08,8.0413e-08,1,"N"
"227","115.2002.7.1.45.-30",2002,7,115,4,1,2,4,1.74,2,9,0,45,-30,48.5,-34.5,3,3.8e-08,2.1375e-10,3,"N"
"228","115.2002.8.1.50.-35",2002,8,115,4,1,2,4,3.339,4,17,0,50,-35,50.5,-38.5,3,4.695e-08,1.1254e-10,3,"N"
"229","115.2004.5.1.25.-60",2004,5,115,4,1,2,4,0.672,1,3,0,25,-60,25.5,-63.5,3,2.68e-08,7.1696e-08,2,"N"
"230","116.1994.1.1.20.-50",1994,1,116,4,1,2,4,4.2,7,22,0,20,-50,21.5,-51.5,4,2.7886e-08,9.9696e-08,1,"N"
"231","116.1994.3.1.20.-60",1994,3,116,4,1,2,4,0.6,1,4,0,20,-60,22.5,-64.5,4,2.7157e-08,9.6627e-08,1,"N"
"232","116.1995.1.1.15.-50",1995,1,116,4,1,2,4,0.6,1,2,0,15,-50,19.5,-50.5,4,2.8659e-08,1.1153e-07,1,"N"
"233","116.1995.2.1.15.-45",1995,2,116,4,1,2,4,5.112,6,24,2,15,-45,16.5,-45.5,4,3.0233e-08,8.7622e-08,1,"N"
"234","116.1995.7.1.45.-35",1995,7,116,4,1,2,4,2.352,3,19,0,45,-35,45.5,-35.5,4,3.5932e-08,1.2012e-09,3,"N"
"235","116.1996.12.1.20.-75",1996,12,116,4,1,2,4,1.4,2,2,0,20,-75,21.5,-75.5,4,2.885e-08,1.2264e-07,4,"N"
"236","116.1996.2.1.20.-50",1996,2,116,4,1,2,4,6.504,8,32,3,20,-50,20.5,-51.5,4,2.79205e-08,9.3594e-08,1,"N"
"237","116.1996.4.1.25.-70",1996,4,116,4,1,2,4,1.4,2,5,0,25,-70,27.5,-74.5,4,2.721e-08,4.2083e-08,2,"N"
"238","116.1996.8.1.50.-35",1996,8,116,4,1,2,4,0.8,1,3,0,50,-35,50.5,-35.5,4,3.7952e-08,1.3666e-10,3,"N"
"239","116.1997.10.1.40.-35",1997,10,116,4,1,2,4,2.4,2,14,0,40,-35,44.5,-39.5,4,3.6056e-08,5.1487e-09,4,"N"
"240","116.1997.6.1.40.-65",1997,6,116,4,1,2,4,0.6,1,0,0,40,-65,40.5,-68.5,4,0,0,2,"N"
"241","116.1997.8.1.50.-35",1997,8,116,4,1,2,4,3.54,3,34,0,50,-35,50.5,-36.5,4,4.2757e-08,1.1375e-10,3,"N"
"242","116.1998.9.1.40.-45",1998,9,116,4,1,2,4,3.2,4,22,0,40,-45,43.5,-45.5,4,4.301e-08,1.8477e-09,3,"N"
"243","116.1999.10.1.40.-40",1999,10,116,4,1,2,4,11.848,11,70,0,40,-40,43.5,-44.5,4,3.5641e-08,4.914e-09,4,"N"
"244","116.1999.7.1.45.-30",1999,7,116,4,1,2,4,1,1,5,0,45,-30,46.5,-34.5,4,3.4684e-08,1.3882e-09,3,"N"
"245","116.2000.10.1.25.-85",2000,10,116,4,1,2,4,2.94,3,17,1,25,-85,28.5,-86.5,4,3.6774e-08,4.6457e-08,4,"N"
"246","116.2000.3.1.30.-70",2000,3,116,4,1,2,4,2.5,4,12,1,30,-70,32.5,-74.5,4,2.5464e-08,3.5759e-08,1,"N"
"247","116.2000.6.1.40.-45",2000,6,116,4,1,2,4,0.9,1,8,0,40,-45,43.5,-46.5,4,3.2722e-08,1.3168e-11,2,"N"
"248","116.2001.10.1.40.-60",2001,10,116,4,1,2,4,2.696,3,22,0,40,-60,41.5,-62.5,4,4.7851e-08,4.5724e-09,4,"N"
"249","116.2001.3.1.15.-60",2001,3,116,4,1,2,4,15.704,18,93,7,15,-60,18.5,-61.5,4,2.828e-08,1.3914e-07,1,"N"
"250","116.2001.6.1.40.-60",2001,6,116,4,1,2,4,5.952,6,39,0,40,-60,41.5,-60.5,4,3.3036e-08,1.2676e-09,2,"N"
"251","116.2002.1.1.20.-50",2002,1,116,4,1,2,4,0.76,1,6,1,20,-50,20.5,-50.5,4,2.7296e-08,1.1068e-07,1,"N"
"252","116.2002.11.1.35.-65",2002,11,116,4,1,2,4,1.2,2,8,0,35,-65,39.5,-68.5,4,3.5142e-08,2.9625e-09,4,"N"
"253","116.2002.4.1.25.-70",2002,4,116,4,1,2,4,15.72,19,74,0,25,-70,29.5,-72.5,4,2.5843e-08,3.2281e-08,2,"N"
"254","116.2002.4.1.30.-70",2002,4,116,4,1,2,4,6.596,9,27,0,30,-70,30.5,-71.5,4,2.5867e-08,3.2049e-08,2,"N"
"255","116.2003.2.1.0.-25",2003,2,116,4,1,2,4,6.48,6,33,0,0,-25,-3.5,-28,4,3.0109e-08,6.9571e-08,1,"S"
"256","116.2003.3.1.30.-70",2003,3,116,4,1,2,4,0.6,1,3,0,30,-70,33.5,-70.5,4,2.5006e-08,2.3668e-08,1,"N"
"257","116.2003.8.1.35.-65",2003,8,116,4,1,2,4,0.552,1,1,0,35,-65,37.5,-67.5,4,3.313e-08,4.144e-08,3,"N"
"258","116.2004.12.1.35.-70",2004,12,116,4,1,2,4,2.952,3,10,0,35,-70,37.5,-70.5,4,2.9065e-08,6.3132e-09,4,"N"
"259","116.2004.3.1.30.-50",2004,3,116,4,1,2,4,10.816,12,54,2,30,-50,31.5,-53.5,4,2.5242e-08,3.0663e-08,1,"N"
"260","116.2004.5.1.25.-60",2004,5,116,4,1,2,4,2.4,3,10,0,25,-60,27.5,-64.5,4,2.6167e-08,4.1542e-08,2,"N"
"261","116.2004.7.1.45.-40",2004,7,116,4,1,2,4,1.2,1,5,0,45,-40,45.5,-42.5,4,3.4038e-08,7.378e-10,3,"N"
"262","117.1997.7.1.30.-70",1997,7,117,4,1,2,4,0.57,1,1,0,30,-70,32.5,-74.5,5,3.0449e-08,7.4364e-08,3,"N"
"263","117.1998.9.1.40.-45",1998,9,117,4,1,2,4,2,2,7,0,40,-45,42.5,-47,5,5.0737e-08,2.587685e-09,3,"N"
"264","117.2000.5.1.30.-65",2000,5,117,4,1,2,4,2.66,4,4,0,30,-65,32.5,-69.5,5,2.9212e-08,2.8128e-08,2,"N"
"265","117.2000.9.1.45.-35",2000,9,117,4,1,2,4,1.02,1,5,0,45,-35,46.5,-38.5,5,3.6419e-08,5.0739e-09,3,"N"
"266","117.2001.12.1.0.-20",2001,12,117,4,1,2,4,1.35,1,4,1,0,-20,-0.5,-23.5,5,3.577e-08,7.951e-08,4,"S"
"267","117.2001.4.1.-25.5",2001,4,117,4,1,2,4,16.8,12,69,0,-25,5,-28.5,6.5,5,3.8998e-08,1.8981e-08,2,"S"
"268","117.2002.9.1.40.-60",2002,9,117,4,1,2,4,1.55,2,8,0,40,-60,41,-63,5,5.49195e-08,1.61025e-08,3,"N"
"269","117.2003.2.1.25.-65",2003,2,117,4,1,2,4,1.07,1,2,0,25,-65,29.5,-67.5,5,2.8162e-08,4.0952e-08,1,"N"
"270","117.2003.4.1.25.-65",2003,4,117,4,1,2,4,1.005,1,2,0,25,-65,29.5,-68.5,5,2.9857e-08,3.6256e-08,2,"N"
"271","117.2004.12.1.30.-60",2004,12,117,4,1,2,4,0.8,1,2,0,30,-60,31.5,-64.5,5,3.0416e-08,3.7536e-08,4,"N"
"272","117.2004.5.1.25.-70",2004,5,117,4,1,2,4,3.34,4,8,0,25,-70,29.5,-71.5,5,2.9349e-08,3.7969e-08,2,"N"
"273","117.2005.6.1.35.-65",2005,6,117,4,1,2,4,2.43,3,5,0,35,-65,36.5,-67.5,5,3.0477e-08,2.4144e-08,2,"N"
"274","117.2005.7.1.40.-60",2005,7,117,4,1,2,4,4,4,13,0,40,-60,41.5,-61.5,5,4.7477e-08,2.3151e-09,3,"N"
"275","117.2006.6.1.30.-70",2006,6,117,4,1,2,4,4.8,8,8,0,30,-70,32.5,-72.5,5,2.9735e-08,2.8363e-08,2,"N"
"276","118.2000.11.1.-25.10",2000,11,118,4,1,2,4,8.1,6,39,0,-25,10,-29.5,12.5,6,4.1055e-08,2.0475e-09,4,"S"
"277","119.2012.3.1.10.-45",2012,3,119,4,1,3,1,0.856,1,5,0,10,-45,10.5,-46.5,4,2.7655e-08,7.6752e-08,1,"N"
"278","12.1991.7.1.40.-40",1991,7,12,1,1,2,4,0.5,1,1,0,40,-40,43.5,-41.5,4,3.0229e-08,2.1642e-09,3,"N"
"279","12.1993.4.1.30.-70",1993,4,12,1,1,2,4,2.8,4,13,0,30,-70,33.5,-73.5,4,2.1726e-08,2.234e-08,2,"N"
"280","12.1995.5.1.15.-55",1995,5,12,1,1,2,4,3.5,7,23,2,15,-55,17.5,-59.5,4,2.4979e-08,1.0991e-07,2,"N"
"281","12.1996.11.1.40.-40",1996,11,12,1,1,2,4,0.528,1,3,0,40,-40,44.5,-40.5,4,2.7719e-08,2.7999e-09,4,"N"
"282","12.1997.7.1.10.-35",1997,7,12,1,1,2,4,4,4,21,0,10,-35,11.5,-38,4,2.24105e-08,2.3286e-08,3,"N"
"283","12.1998.12.1.20.-50",1998,12,12,1,1,2,4,3.6,4,29,3,20,-50,22,-50.5,4,2.22965e-08,8.1761e-08,4,"N"
"284","12.1998.9.1.35.-65",1998,9,12,1,1,2,4,2,2,11,0,35,-65,37.5,-67.5,4,2.2597e-08,2.9605e-08,3,"N"
"285","12.1999.10.1.40.-40",1999,10,12,1,1,2,4,12.324,13,80,0,40,-40,43.5,-42.5,4,2.6251e-08,3.8508e-09,4,"N"
"286","12.1999.3.1.25.-75",1999,3,12,1,1,2,4,9,10,34,0,25,-75,25.5,-76,4,2.0963e-08,5.6958e-08,1,"N"
"287","12.2001.12.1.25.-80",2001,12,12,1,1,2,4,3.992,4,0,0,25,-80,26.5,-84.5,4,0,3.4278e-08,4,"N"
"288","12.2001.7.1.25.-85",2001,7,12,1,1,2,4,13.724,14,70,3,25,-85,27.5,-86.5,4,2.4441e-08,5.13e-08,3,"N"
"289","12.2002.10.1.40.-65",2002,10,12,1,1,2,4,3.808,4,30,1,40,-65,40.5,-65.5,4,2.9111e-08,4.2878e-09,4,"N"
"290","12.2002.12.1.25.-80",2002,12,12,1,1,2,4,7.744,8,0,1,25,-80,27.5,-84,4,0,1.02615e-08,4,"N"
"291","12.2002.5.1.25.-70",2002,5,12,1,1,2,4,2,2,9,0,25,-70,29.5,-73.5,4,2.0914e-08,3.2578e-08,2,"N"
"292","12.2002.8.1.40.-55",2002,8,12,1,1,2,4,1.8,2,14,0,40,-55,41.5,-59.5,4,4.8591e-08,1.2046e-08,3,"N"
"293","12.2002.8.1.40.-60",2002,8,12,1,1,2,4,2.8,3,29,0,40,-60,41.5,-61.5,4,4.8214e-08,8.5057e-09,3,"N"
"294","12.2003.1.1.0.-20",2003,1,12,1,1,2,4,1.08,1,3,0,0,-20,0.5,-24.5,4,2.4272e-08,2.0783e-08,1,"N"
"295","12.2003.1.1.25.-75",2003,1,12,1,1,2,4,3.808,4,27,0,25,-75,27.5,-79.5,4,3.085e-08,7.6648e-08,1,"N"
"296","12.2003.1.1.25.-85",2003,1,12,1,1,2,4,17.664,18,73,2,25,-85,26.5,-86.5,4,2.3495e-08,2.6089e-08,1,"N"
"297","12.2003.3.1.25.-70",2003,3,12,1,1,2,4,2.376,3,4,0,25,-70,29.5,-71.5,4,2.0059e-08,2.6977e-08,1,"N"
"298","12.2004.3.1.25.-80",2004,3,12,1,1,2,4,1.984,2,0,0,25,-80,27.5,-84.5,4,0,1.3624e-08,1,"N"
"299","12.2004.3.1.25.-85",2004,3,12,1,1,2,4,19.028,20,80,2,25,-85,27.5,-86.5,4,2.3922e-08,1.6156e-08,1,"N"
"300","12.2004.4.1.25.-75",2004,4,12,1,1,2,4,4.536,6,19,1,25,-75,28.5,-79.5,4,2.5074e-08,6.7593e-08,2,"N"
"301","120.2006.10.1.10.-45",2006,10,120,4,1,3,1,0.825,1,6,0,10,-45,10.5,-46.5,5,3.1348e-08,6.3193e-08,4,"N"
"302","120.2007.8.1.40.-60",2007,8,120,4,1,3,1,4,4,62,0,40,-60,41.5,-61.5,5,6.8093e-08,3.5549e-09,3,"N"
"303","125.2006.9.1.40.-40",2006,9,125,4,1,4,1,3.352,4,15,0,40,-40,42.5,-42.5,4,4.397e-08,1.16186e-08,3,"N"
"304","127.1991.1.1.30.-65",1991,1,127,4,1,4,4,0.7,1,5,0,30,-65,30.5,-69.5,2,3.2441e-08,5.993e-08,1,"N"
"305","127.1992.7.1.40.-35",1992,7,127,4,1,4,4,3.27,5,26,0,40,-35,44.5,-39.5,2,4.5414e-08,4.3349e-09,3,"N"
"306","127.1998.8.1.45.-40",1998,8,127,4,1,4,4,1.6,2,11,0,45,-40,46.5,-41.5,2,4.7124e-08,3.1609e-09,3,"N"
"307","128.1995.1.1.15.-45",1995,1,128,4,1,4,4,3.078,4,24,3,15,-45,19.5,-46.5,3,3.7456e-08,1.40555e-07,1,"N"
"308","128.1997.12.1.20.-50",1997,12,128,4,1,4,4,1.68,2,8,0,20,-50,22.5,-50.5,3,3.6413e-08,1.4994e-07,4,"N"
"309","128.1998.8.1.45.-35",1998,8,128,4,1,4,4,0.81,1,5,0,45,-35,47.5,-38.5,3,4.5768e-08,3.8244e-09,3,"N"
"310","128.1999.1.1.15.-50",1999,1,128,4,1,4,4,2.916,4,17,3,15,-50,17.5,-50.5,3,3.8379e-08,1.981e-07,1,"N"
"311","128.2002.1.1.15.-40",2002,1,128,4,1,4,4,1.602,2,12,0,15,-40,17.5,-41.5,3,3.6327e-08,1.4902e-07,1,"N"
"312","129.1997.6.1.30.-70",1997,6,129,4,1,4,4,1.8,3,8,0,30,-70,33.5,-72.5,4,3.3295e-08,3.8341e-08,2,"N"
"313","129.1998.7.1.45.-35",1998,7,129,4,1,4,4,4.008,5,33,0,45,-35,47.5,-36.5,4,4.3455e-08,1.2107e-09,3,"N"
"314","129.1999.4.1.0.-25",1999,4,129,4,1,4,4,1.504,2,8,1,0,-25,2.5,-29.5,4,3.8349e-08,8.7661e-08,2,"N"
"315","129.2000.10.1.45.-35",2000,10,129,4,1,4,4,0.96,1,11,0,45,-35,46.5,-38.5,4,4.2864e-08,3.9648e-09,4,"N"
"316","129.2000.7.1.40.-40",2000,7,129,4,1,4,4,2.88,3,23,0,40,-40,44.5,-42.5,4,4.0649e-08,2.4949e-09,3,"N"
"317","13.1992.6.1.25.-80",1992,6,13,1,1,2,4,2,2,0,0,25,-80,28.5,-83.5,5,0,0,2,"N"
"318","13.1992.7.1.25.-85",1992,7,13,1,1,2,4,1,1,5,0,25,-85,28.5,-86.5,5,3.0699e-08,5.5959e-08,3,"N"
"319","13.1995.8.1.40.-60",1995,8,13,1,1,2,4,0.8,1,4,0,40,-60,41.5,-60.5,5,4.6135e-08,1.1203e-08,3,"N"
"320","13.1997.9.1.25.-75",1997,9,13,1,1,2,4,0.5,1,0,0,25,-75,26.5,-76.5,5,2.2755e-08,1.2775e-07,3,"N"
"321","13.1998.5.1.15.-60",1998,5,13,1,1,2,4,1.5,3,3,1,15,-60,18.5,-60.5,5,2.497e-08,1.246e-07,2,"N"
"322","13.2002.12.1.20.-65",2002,12,13,1,1,2,4,2.5,5,2,1,20,-65,21.5,-66.5,5,2.3302e-08,1.2617e-07,4,"N"
"323","13.2003.8.1.40.-60",2003,8,13,1,1,2,4,1.15,1,6,0,40,-60,41.5,-61.5,5,5.8678e-08,6.0393e-09,3,"N"
"324","130.2005.9.1.45.-40",2005,9,130,4,1,4,4,8.345,9,178,1,45,-40,46.5,-42.5,5,4.3827e-08,1.1861e-09,3,"N"
"325","14.1996.4.1.25.-80",1996,4,14,1,1,2,5,3.006,3,0,0,25,-80,28.5,-83.5,6,0,0,2,"N"
"326","14.1997.11.1.10.-35",1997,11,14,1,1,2,5,2.004,2,4,0,10,-35,11.5,-38.5,6,2.2204e-08,3.6182e-08,4,"N"
"327","14.1998.3.1.5.-30",1998,3,14,1,1,2,5,3.024,3,6,0,5,-30,6.5,-31.5,6,2.4275e-08,4.5981e-08,1,"N"
"328","14.1999.7.1.40.-60",1999,7,14,1,1,2,5,5.172,5,10,0,40,-60,41.5,-61.5,6,3.4868e-08,3.1563e-09,3,"N"
"329","14.2001.12.1.40.-65",2001,12,14,1,1,2,5,1.05,1,1,0,40,-65,40.5,-65.5,6,3.1283e-08,1.863e-09,4,"N"
"330","14.2002.5.1.35.-65",2002,5,14,1,1,2,5,1.008,1,4,0,35,-65,38.5,-67.5,6,2.5545e-08,4.7237e-09,2,"N"
"331","14.2004.4.1.20.-65",2004,4,14,1,1,2,5,0.822,1,2,0,20,-65,23.5,-67.5,6,2.325e-08,8.921e-08,2,"N"
"332","14.2004.7.1.40.-60",2004,7,14,1,1,2,5,2.004,2,5,1,40,-60,41.5,-60.5,6,3.807e-08,3.4104e-09,3,"N"
"333","2.2007.11.1.35.-65",2007,11,2,1,1,2,1,2.004,4,7,0,35,-65,38.5,-69.5,3,2.6988e-08,9.1025e-09,4,"N"
"334","2.2009.12.1.25.-70",2009,12,2,1,1,2,1,1.503,3,8,0,25,-70,29.5,-71.5,3,2.1733e-08,3.2316e-08,4,"N"
"335","21.2005.12.1.25.-85",2005,12,21,1,1,4,1,2.912,3,45,0,25,-85,27.5,-85.5,4,2.2378e-08,1.3914e-08,4,"N"
"336","24.1997.8.1.25.-70",1997,8,24,1,1,4,4,1.002,2,12,0,25,-70,29.5,-73.5,3,3.3241e-08,1.0593e-07,3,"N"
"337","24.1998.7.1.45.-35",1998,7,24,1,1,4,4,1.998,2,21,0,45,-35,47,-38.5,3,4.3411e-08,1.9856e-09,3,"N"
"338","25.1994.11.1.40.-45",1994,11,25,1,1,4,4,3,3,8,0,40,-45,43.5,-45.5,4,3.4634e-08,2.2716e-10,4,"N"
"339","26.1999.3.1.25.-70",1999,3,26,1,1,4,4,2,4,12,0,25,-70,29.5,-71.5,5,2.1636e-08,4.4972e-08,1,"N"
"340","26.1999.6.1.25.-75",1999,6,26,1,1,4,4,0.5,1,2,0,25,-75,29.5,-75.5,5,2.3441e-08,4.8824e-08,2,"N"
"341","26.2003.10.1.25.-85",2003,10,26,1,1,4,4,5.36,6,23,0,25,-85,27.5,-86.5,5,2.6737e-08,5.5008e-08,4,"N"
"342","26.2003.6.1.25.-80",2003,6,26,1,1,4,4,1.8,2,0,0,25,-80,28.5,-84.5,5,0,0,2,"N"
"343","26.2006.7.1.25.-70",2006,7,26,1,1,4,4,1.5,3,12,0,25,-70,29.5,-74.5,5,2.3258e-08,5.5927e-08,3,"N"
"344","3.2004.10.1.25.-85",2004,10,3,1,1,2,1,21.892,23,55,0,25,-85,27.5,-87.5,4,2.6132e-08,3.6047e-08,4,"N"
"345","3.2005.1.1.25.-75",2005,1,3,1,1,2,1,4.348,5,12,0,25,-75,28.5,-79.5,4,2.4674e-08,7.0291e-08,1,"N"
"346","3.2005.11.1.30.-70",2005,11,3,1,1,2,1,6,12,12,0,30,-70,32.5,-73.5,4,2.1119e-08,3.349e-08,4,"N"
"347","3.2007.1.1.25.-85",2007,1,3,1,1,2,1,21.184,22,50,0,25,-85,27.5,-86.5,4,2.3697e-08,1.8264e-08,1,"N"
"348","3.2008.4.1.30.-70",2008,4,3,1,1,2,1,1.5,3,3,0,30,-70,30.5,-71.5,4,2.0434e-08,2.4579e-08,2,"N"
"349","3.2009.3.1.30.-70",2009,3,3,1,1,2,1,2.5,5,2,0,30,-70,30.5,-74.5,4,2.0022e-08,4.0023e-08,1,"N"
"350","3.2009.8.1.25.-70",2009,8,3,1,1,2,1,5.5,11,10,0,25,-70,29.5,-71.5,4,2.0316e-08,5.044e-08,3,"N"
"351","3.2010.7.1.40.-60",2010,7,3,1,1,2,1,17.664,18,57,0,40,-60,41.5,-62,4,3.3121e-08,2.9562e-09,3,"N"
